煮	十(j)+𠂇(a)+日(f)+灬｜
傑	亻(o)+⺈(n)+𠀆(q)+木(d)｜
含	人(o)+乛(i)+口(n)+(r)｜
方	亠(y)+丿(h)+𠃌(s)｜
駛	匚(s)+灬(f)+中(l)+乂(k)｜
六	亠(y)+八(c)｜
沒	氵(e)+⺈(n)+又(e)｜
單	口(r)+口(r)+田(w)+十(j)｜
重	丿(h)+十(j)+田(w)+土(g)｜
蚊	中(l)+丶(i)+亠(y)+乂(k)｜
羅	口(w)+丨(l)+𠃋(v)+灬(f)+土(g)｜
檯	木(d)+土(g)+口(r)+土(g)｜
山	山(u)｜
鬆	仨(s)+丿(h)+木(d)+厶(c)+厶(i)｜
劉	丿(h)+金(c)+丨(l)+亅(n)｜
輸	十(j)+十(j)+人(o)+一(m)+亅(n)｜
娘	女(v)+丶(i)+日(a)+𧘇(v)｜
嬸	女(v)+宀(j)+丿(h)+田(w)｜
刻	亠(y)+𠃋(o)+人(l)+亅(n)｜
郁	𠂇(k)+月(b)+3(n)+丨(l)｜
忙	忄(p)+亠(y)+𠃊(v)｜
餵	人(o)+丶(i)+田(w)+一(m)+𧘇(v)｜
借	人(o)+廿(t)+一(a)+日｜
抄	扌(q)+𡭔(f)+丿(h)｜
胸	月(b)+勹(p)+凵(u)+乂(k)｜
法	氵(e)+土(g)+厶(i)｜
扶	扌(q)+𠀆(q)+人(o)｜
耳	仨(s)+十(j)｜
煩	火(f)+一(m)+月(b)+八(c)｜
棒	木(d)+𠀆(q)+人(k)+𠀆(q)｜
式	丶(i)+𠤎(p)+一(m)｜
貼	冂(b)+八(c)+卜(y)+口(r)｜
轉	十(j)+十(j)+十(j)+丶(i)+丶(i)｜
暖	日(a)+爫(b)+一(m)+又(e)｜
兒	丿(h)+難(x)+丿(h)+乚(u)｜
頸	一(m)+一(m)+一(m)+月(b)+八(c)｜
戲	卜(y)+䒑(t)+戈(i)｜
臭	丿(h)+凵(u)+丶(i)+大(k)｜
隔	3(n)+丨(l)+一(m)+口(r)+冂(b)｜
西	一(m)+八(c)+囗(w)｜
九	𠂇(k)+⺄(n)｜
搬	扌(q)+丿(h)+亠(y)+又(e)｜
嘿	口(r)+囗(w)+土(g)+灬(f)｜
壞	土(g)+亠(y)+口(w)+𧘇(v)｜
痴	疒(k)+𠂉(o)+大(k)+口(r)｜
們	亻(o)+日(a)+亅(n)｜
嗄	口(r)+一(m)+凵(u)+又(e)｜
止	卜(y)+丨(l)+一(m)｜
照	日(a)+口(r)+灬(f)｜
加	𠂇(k)+𠃌(s)+口(r)｜
店	广(i)+卜(y)+口(r)｜
清	氵(e)+𠀆(q)+一(m)+月(b)｜
哩	口(r)+田(w)+土(g)｜
微	丿(h)+亻(o)+山(u)+⺄(n)+亅(k)｜
計	亠(y)+口(r)+十(j)｜
窗	宀(j)+八(c)+丿(h)+囗(w)+又(e)｜
腿	月(b)+辶(y)+日(a)+𧘇(v)｜
港	氵(e)+廿(t)+八(c)+乚(u)｜
試	亠(y)+口(r)+丶(i)+𠤎(p)+一(m)｜
招	扌(q)+𠃌(s)+丿(h)+口(r)｜
友	𠂇(k)+又(e)｜
量	日(a)+一(m)+田(w)+土(g)｜
離	亠(y)+冂(b)+亻(o)+土(g)｜
凍	冫(i)+木(m)+田(d)+(w)｜
碌	丆(m)+口(r)+彐(n)+一(m)+水(e)｜
靜	𠀆(q)+月(b)+爫(b)+肀(s)+丁(d)｜
超	土(g)+人(o)+𠃌(s)+丿(h)+口(r)｜
覆	一(m)+囗(w)+丿(h)+亻(o)+又(e)｜
林	木(d)+木(d)｜
風	丿(h)+⺄(n)+丿（䖝)(h)+中（䖝)(l)+丶（䖝)(i)｜
找	扌(q)+戈(i)｜
夠	⺈(n)+⺈(n)+勹(p)+口(r)｜
雲	一(m)+冂(b)+一(m)+一(m)+厶(i)｜
初	衤(l)+𠃌(s)+丿(h)｜
封	土(g)+土(g)+丁(d)+丶(i)｜
醉	一(m)+囗(w)+亠(y)+人(o)+十(j)｜
舖	人(o)+口(r)+丶(i)+十(j)+冂(b)｜
哎	口(r)+艹(t)+乂(k)｜
氹	乙(n)+水(e)｜
賣	土(g)+囗(w)+丨(l)+八(c)｜
擋	扌(q)+⺌(f)+冖(b)+田(w)｜
動	丿(h)+土(g)+𠂇(k)+𠃌(s)｜
綁	𠃋(v)+灬(f)+𠀆(q)+十(j)+丨(l)｜
強	弓(n)+厶(i)+中(l)+丶(i)｜
柒	氵(e)+𠤎(p)+木(d)｜
步	卜(y)+丨(l)+一(m)+丿(h)｜
公	八(c)+厶(i)｜
肯	卜(y)+丨(m)+一(b)+月｜
啵	口(r)+氵(e)+𠁡(d)+又(e)｜
劫	土(g)+厶(i)+𠂇(k)+𠃌(s)｜
嚇	口(r)+土(g)+土(c)+八(c)｜
腦	月(b)+𡿨(v)+𡿨(v)+囗(w)｜
餐	卜(y)+又(e)+人(o)+丶(i)+𧘇(v)｜
堆	土(g)+亻(o)+土(g)｜
咯	口(r)+丿(h)+又(e)+口(r)｜
求	丶(i)+十(j)+水(e)｜
擰	扌(q)+宀(j)+心(p)+丁(n)｜
因	囗(w)+大(k)｜
劈	尸(s)+十(j)+𠃌(s)+丿(h)｜
咳	口(r)+亠(y)+𠃋(v)+人(o)｜
斷	𠃊(v)+厶(i)+丿(h)+一(m)+丨(l)｜
此	卜(y)+一(m)+𠤎(p)｜
狂	㐅(k)+丿(h)+一(m)+土(g)｜
吃	口(r)+𠂉(o)+乙(n)｜
總	く(v)+灬(f)+丿(h)+囗(w)+心(p)｜
斬	十(j)+十(j)+丿(h)+一(m)+丨(l)｜
化	亻(o)+匕(p)｜
界	田(w)+人(o)+丨(l)+丨(l)｜
豬	一(m)+人(o)+十(j)+𠂇(k)+日(a)｜
考	十(j)+𠂇(k)+一(m)+𠃊(v)+𠃌(s)｜
惡	一(m)+一(m)+心(p)｜
場	土(g)+日(a)+一(m)+丿(h)｜
誰	亠(y)+口(r)+亻(o)+土(g)｜
輪	十(j)+十(j)+人(o)+一(m)+冂(b)｜
憎	忄(p)+丷(c)+囗(w)+日(a)｜
瘋	疒(k)+丿(h)+⺄(n)+丶（䖝)(i)｜
遞	辶(y)+厂(h)+卜(y)+乚(n)｜
美	䒑(t)+土(g)+大(k)｜
散	廿(t)+一(b)+𠂉(o)+乂(k)｜
七	十(j)+乚(u)｜
記	亠(y)+口(r)+⊐(s)+乚(u)｜
懶	忄(p)+木(d)+中(l)+八(c)｜
石	丆(m)+口(r)｜
趁	土(g)+人(o)+人(o)+丿(h)+丿(h)｜
提	扌(q)+日(a)+一(m)+人(o)｜
吱	口(r)+十(j)+又(e)｜
物	丿(h)+𠀆(q)+勹(p)+丿(h)+丿(h)｜
茶	艹(t)+人(o)+朩(d)｜
廢	广(i)+𠂊(n)+又(o)+又(e)｜
肚	月(b)+土(g)｜
情	忄(p)+土(q)+一(m)+月(b)｜
毛	丿(h)+𠀆(q)+乚(u)｜
慘	忄(p)+厶(i)+大(i)+丿(h)｜
蝦	中(l)+丶(i)+口(r)+仨(s)+又(e)｜
軍	冖(b)+十(j)+田(w)+十(j)｜
款	土(g)+朩(f)+𠂊(n)+人(o)｜
掃	扌(q)+⊐(s)+一(m)+冂(b)｜
級	く(v)+灬(f)+乛(n)+丿(h)+又(e)｜
喔	口(r)+尸(s)+一(m)+土(g)｜
偷	亻(o)+人(o)+一(m)+亅(n)｜
呯	口(r)+一(m)+⺌(f)+十(j)｜
樹	木(d)+土(g)+䒑(t)+丶(i)｜
喝	口(r)+日(a)+勹(p)+𠃊(v)｜
麵	十(j)+又(e)+丆(m)+囗(w)+丨(l)｜
噗	口(r)+业(t)+丷(c)+大(o)｜
鋪	金(c)+丶(i)+十(j)+冂(b)｜
灰	𠂇(k)+火(f)｜
撳	扌(q)+金(c)+⺈(n)+人(o)｜
扔	扌(q)+乛(n)+丿(h)+𠃌(s)｜
雪	一(m)+冂(b)+⊐(s)+一(m)｜
八	丿(h)+㇏(o)｜
滑	氵(e)+冎(b)+月(b)+(b)｜
捱	扌(q)+厂(m)+土(g)+土(g)｜
孖	乛(n)+丁(d)+乛(n)+丁(d)｜
城	土(g)+戈(i)+丿(h)+𠃌(s)｜
改	⊐(s)+㇙(u)+𠂉(o)+乂(k)｜
沙	氵(e)+𡭔(f)+丿(h)｜
粒	⺌(f)+木(d)+亠(y)+䒑(t)｜
卡	卜(y)+一(m)+卜(y)｜
吸	口(r)+乛(n)+丿(h)+又(e)｜
抖	扌(q)+𠄠(y)+十(j)｜
鼻	丿(h)+凵(u)+田(w)+一(m)+丨(l)｜
撐	扌(q)+⺌(f)+冖(b)+丿(h)｜
婆	氵(e)+又(e)+女(v)｜
鏡	金(c)+亠(y)+䒑(t)+乚(u)｜
睡	月(b)+凵(u)+丿(h)+十(j)+一(m)｜
號	口(r)+𠃌(s)+卜(y)+匕(p)+乚(n)｜
弱	弓(n)+一(m)+弓(n)+丶(i)+一(m)｜
峻	山(u)+厶(i)+八(c)+又(e)｜
台	厶(i)+口(r)｜
爽	大(k)+乂(k)+乂(k)+乂(k)｜
煙	火(f)+一(m)+囗(w)+土(g)｜
狼	乂(k)+丿(h)+丶(i)+日(a)+𧘇(v)｜
伏	亻(o)+丶(i)+大(k)｜
扣	扌(q)+口(r)｜
言	亠(y)+一(m)+一(m)+口(r)｜
鈴	金(c)+人(o)+丶(i)+丶(i)｜
滴	氵(e)+亠(y)+丷(c)+冂(b)｜
塞	宀(j)+廿(t)+八(c)+土(g)｜
碗	丆(m)+口(r)+宀(j)+𠂊(n)+乚(u)｜
擦	扌(q)+宀(j)+夕丶(b)+朩(f)｜
圈	囗(w)+⺌(f)+𠀆(q)+乚(u)｜
蔣	艹(t)+𠃊(v)+丨(m)+丶(i)｜
兜	丿(h)+𠃌(s)+丿(h)+乚(u)｜
往	丿(h)+亻(o)+亠(y)+土(g)｜
汗	氵(e)+一(m)+十(j)｜
座	广(i)+人(o)+人(o)+土(g)｜
壓	一(m)+大(k)+土(g)｜
藍	艹(t)+匚(s)+丶(i)+䒑(t)｜
還	辶(y)+囗(w)+丨(l)+𧘇(v)｜
瘦	疒(k)+丿(h)+難(x)+又(e)｜
衣	亠(y)+𧘇(h)+(v)｜
摟	扌(q)+丨(l)+中(l)+女(v)｜
盒	人(o)+一(r)+口(b)+䒑(t)｜
直	十(j)+月(b)+一(m)+一(m)｜
臨	匚(s)+丨(l)+𠂉(o)+口(r)+口(r)｜
洲	氵(e)+丶(i)+丨(l)+丨(l)｜
露	一(m)+冂(b)+口(r)+一(m)+口(r)｜
閃	日(a)+亅(n)+人(o)｜
啜	口(r)+又(e)+又(e)+又(e)｜
練	く(v)+灬(f)+木(d)+中(w)+⺌(f)｜
傷	亻(o)+𠂉(o)+日(a)+丿(h)｜
希	乂(k)+𠂇(k)+丨(l)+冂(b)｜
簿	⺮(h)+氵(e)+丶(i)+丶(i)｜
忽	勹(p)+丿(h)+心(p)｜
吞	一(m)+大(k)+口(r)｜
抬	扌(q)+厶(i)+口(r)｜
海	氵(e)+𠂉(o)+𠃊𠃌(w)+亠(y)｜
厠	厂(m)+月(b)+八(c)+亅(n)｜
鞋	廿(t)+十(j)+土(g)+土(g)｜
碎	丆(m)+口(r)+亠(y)+人(o)+十(j)｜
陰	3(n)+丨(l)+人(o)+丶(i)+丶(i)｜
炒	火(f)+𡭔(f)+丿(h)｜
關	日(a)+亅(n)+𠃋(v)+丶(i)+廾(t)｜
摺	扌(q)+𠃍(s)+一(m)+日(a)｜
命	人(o)+一(m)+口(r)+丨(l)｜
乾	十(j)+十(j)+𠂉(o)+乙(n)｜
值	亻(o)+十(j)+月(b)+一(m)｜
尿	尸(s)+水(e)｜
樂	く(v)+丶(i)+木(d)｜
趕	土(g)+人(o)+日(a)+一(m)+十(j)｜
體	冎(b)+月(b)+廾(t)+囗(w)+䒑(t)｜
澄	氵(e)+𠂊(n)+人(o)+䒑(t)｜
燈	火(f)+𠂊(n)+人(o)+䒑(t)｜
粥	弓(n)+⺌(f)+木(d)+弓(n)｜
搓	扌(q)+䒑(t)+𠀆(q)+工(m)｜
反	⺁(h)+又(e)｜
科	丿(h)+木(d)+𠄠(y)+十(j)｜
畫	中(l)+土(g)+田(w)+一(m)｜
媽	女(v)+匚(s)+𠀆(q)+灬(f)｜
原	厂(m)+丿(h)+日(a)+小(f)｜
星	日(a)+丿(h)+𠀆(q)+一(m)｜
非	丨(l)+一(m)+仨(s)+卜(y)｜
熄	火(f)+丿(h)+凵(u)+心(p)｜
木	木(d)｜
鳳	丿(h)+⺄(n)+丿(m)+日(a)+灬(f)｜
牙	一(m)+𠃋(v)+丁(d)+丿(h)｜
較	十(j)+十(j)+亠(y)+八(c)+乂(k)｜
淚	氵(e)+丿(h)+尸(s)+大(k)｜
結	く(v)+灬(f)+土(g)+口(r)｜
精	⺌(f)+木(d)+𠀆(q)+一(m)+月(b)｜
嘟	口(r)+十(j)+日(a)+丨(l)｜
兵	⺁(o)+工(m)+八(c)｜
魂	一(m)+丶(i)+丿(h)+乚(u)+厶(i)｜
校	木(d)+亠(y)+八(c)+乂(k)｜
銀	金(c)+日(a)+𧘇(v)｜
抓	扌(q)+⺁(h)+㇙(l)+人(o)｜
琪	一(m)+土(g)+廿(t)+一(m)+八(c)｜
咔	口(r)+卜(y)+一(m)+卜(y)｜
寶	宀(j)+一(m)+山(u)+八(c)｜
報	土(g)+十(j)+乛(s)+丨(l)+又(e)｜
空	宀(j)+八(c)+工(m)｜
親	亠(y)+朩(d)+月(b)+凵(u)+乚(u)｜
通	辶(y)+乛(n)+丶(i)+冂(b)｜
晞	日(a)+乂(k)+𠂇(k)+冂(b)｜
認	亠(y)+口(r)+𠃌(s)+丿(i)+心(p)｜
船	丿(h)+亠(y)+丿(c)+⺄(r)+口(r)｜
皮	𠁡(d)+丿(h)+又(e)｜
嘔	口(r)+匚(s)+口(r)+口(r)｜
工	一(m)+丨(l)+一(m)｜
捽	扌(q)+亠(y)+人(o)+十(j)｜
作	亻(o)+𠂉(o)+仨(s)｜
吐	口(r)+土(g)｜
容	宀(j)+八(c)+人(o)+口(r)｜
然	夕丿(b)+大(k)+灬(f)｜
彈	弓(n)+口(r)+口(r)+十(j)｜
憑	丶(i)+灬(f)+心(p)｜
撩	扌(q)+大(k)+丷(c)+朩(f)｜
滿	氵(e)+廿(t)+丨(l)+冂(b)｜
任	亻(o)+丿(h)+土(g)｜
軟	十(j)+十(j)+⺈(n)+人(o)｜
奶	女(v)+乛(n)+丿(h)+𠃌(s)｜
熱	土(g)+丶(i)+灬(f)｜
基	廿(t)+八(c)+土(g)｜
換	扌(q)+⺈(n)+冂(b)+人(k)｜
碰	丆(m)+口(r)+䒑(t)+䒑(t)+丷(c)｜
慾	八(c)+人(o)+心(p)｜
凡	丿(h)+⺄(n)+丶(i)｜
窮	宀(j)+八(c)+丿(h)+丿(h)+弓(n)｜
戇	亠(y)+八(c)+心(p)｜
冷	丶(i)+一(m)+㇏(o)+丶(i)+丶(i)｜
制	丿(h)+冂(b)+丨(l)+亅(n)｜
扭	扌(q)+𠃍(n)+土(g)｜
縮	く(v)+灬(f)+宀(j)+一(o)+日(a)｜
曚	日(a)+艹(t)+冖(b)+<(o)｜
哭	口(r)+口(r)+丶(i)+大(k)｜
揮	扌(q)+冖(b)+十(j)+十(j)｜
箭	⺮(h)+䒑(t)+月(b)+亅(n)｜
養	䒑(t)+人(o)+丶(i)+日(a)+𧘇(v)｜
淡	氵(e)+火(f)+火(f)｜
百	丆(m)+日(a)｜
篤	⺮(h)+匚(s)+𠀆(q)+灬(f)｜
閂	日(a)+亅(n)+一(m)｜
羞	䒑(t)+𠀆(q)+𠃍(n)+土(g)｜
紙	く(v)+灬(f)+丿(h)+㇙(v)+𠤎(p)｜
哄	口(r)+龷(t)+八(c)｜
餓	人(o)+丶(i)+丿(h)+扌(q)+戈(i)｜
蛋	乛(n)+人(o)+中(l)+一(m)+丶(i)｜
吋	口(r)+丁(d)+丿(i)｜
欲	八(c)+口(r)+⺈(n)+人(o)｜
復	丿(h)+亻(o)+𠂉(o)+日(a)+又(e)｜
舔	丿(h)+口(r)+一(h)+大(k)+⺗(p)｜
夾	大(k)+人(o)+人(o)｜
懂	忄(p)+艹(t)+丿(h)+土(g)｜
平	一(m)+⺌(f)+十(j)｜
阻	3(n)+丨(l)+月(b)+一(m)｜
賤	月(b)+八(c)+戈(i)+戈(i)｜
沉	氵(e)+冖(b)+丿(h)+⺄(n)｜
萬	艹(t)+田(w)+丨(l)+冂(b)｜
音	亠(y)+䒑(t)+日(a)｜
飽	人(o)+丶(i)+勹(p)+口(r)+乚(u)｜
旁	亠(y)+冖(b)+亠(y)+丿(h)+𠃌(s)｜
區	匚(s)+口(r)+口(r)+口(r)｜
忘	亠(y)+𠃊(v)+心(p)｜
綠	く(v)+灬(f)+彐(v)+一(n)+水(e)｜
啤	口(r)+丿(h)+田(w)+十(j)｜
摷	扌(q)+𡿨(v)+𡿨(v)+木(d)｜
嗲	口(r)+八(c)+乂(k)+𠂊(n)｜
証	亠(y)+口(r)+一(m)+卜(y)+一(m)｜
峰	山(u)+丿(h)+又(e)+十(j)｜
合	人(o)+一(m)+口(r)｜
剪	䒑(t)+亅(b)+𠃌(n)+丿(h)｜
邪	一(m)+丿(h)+3(n)+丨(l)｜
印	丿(h)+𠤎(p)+𠃌(s)+丨(l)｜
糖	⺌(f)+木(d)+广(i)+肀(l)+口(r)｜
隨	3(n)+丨(l)+𠂇(y)+工(k)+月(b)｜
純	く(v)+灬(f)+純(p)+(u)｜
廳	广(i)+仨(s)+土(g)+心(p)｜
客	宀(j)+丿(h)+又(e)+口(r)｜
騎	匚(s)+灬(f)+大(k)+一(m)+口(r)｜
遮	辶(y)+广(i)+廿(t)+灬(f)｜
料	丿(f)+木(d)+𠄠(y)+十(j)｜
鐵	金(c)+十(j)+戈(i)+土(g)｜
癡	疒(k)+心(p)+大(k)+人(o)｜
巨	匚(s)+⊐(s)｜
唇	厂(m)+𧘇(v)+口(r)｜
泥	氵(e)+尸(s)+匕(p)｜
活	氵(e)+丿(h)+十(j)+口(r)｜
拳	⺌(f)+𠀆(q)+手(q)｜
拆	扌(q)+⺁(h)+一(m)+卜(y)｜
它	宀(j)+匕(p)｜
族	亠(y)+𠃌(s)+𠂉(o)+𠂉(o)+大(k)｜
排	扌(q)+丨(l)+一(m)+仨(y)｜
格	木(d)+丿(h)+又(e)+口(r)｜
唸	口(r)+人(o)+丶(i)+心(p)｜
余	人(o)+一(m)+朩(d)｜
嘭	口(r)+土(g)+䒑(t)+丿(h)｜
破	丆(m)+口(r)+𠁡(d)+丿(h)+又(e)｜
世	𠃊(p)+廿(t)｜
圖	囗(w)+口(r)+亠(j)+囗(w)｜
牌	丨(l)+丨(l)+丿(h)+田(w)+十(j)｜
爛	火(f)+日(a)+亅(n)+田(w)｜
查	木(d)+日(a)+一(m)｜
碟	丆(m)+口(r)+𠃊(p)+廿(t)+木(d)｜
視	衤(i)+月(f)+凵(b)+乚(u)+乚(u)｜
鍊	金(c)+木(d)+田(w)+(f)｜
杰	木(d)+灬(f)｜
怒	女(v)+又(e)+心(p)｜
形	一(m)+廾(t)+丿(h)+丿(h)+丿(h)｜
噢	口(r)+丿(h)+冂(b)+大(k)｜
領	人(o)+丶(i)+一(m)+月(b)+八(c)｜
弄	一(m)+土(g)+廾(t)｜
目	月(b)+凵(u)｜
侏	亻(o)+丿(h)+十(j)+木(d)｜
燒	火(f)+土(g)+土(g)+乚(u)｜
樽	木(d)+䒑(t)+囗(w)+丶(i)｜
贏	亠(y)+⺄(n)+月(b)+凵(u)+八(c)｜
淺	氵(e)+戈(i)+戈(i)｜
舐	丿(h)+口(r)+丿(h)+㇙(v)+七(p)｜
國	囗(w)+戈(i)+口(r)+一(m)｜
麻	广(i)+木(d)+木(d)｜
涼	氵(e)+亠(y)+口(r)+小(f)｜
棵	木(d)+田(w)+木(d)｜
粗	⺌(f)+木(d)+月(b)+一(m)｜
襯	衤(l)+亠(y)+朩(d)+乚(u)｜
貴	中(l)+一(m)+月(b)+凵(u)+八(c)｜
炸	火(f)+𠂉(o)+仨(s)｜
囡	囗(w)+女(v)｜
語	亠(y)+口(r)+一(m)+一(m)+口(r)｜
退	辶(y)+日(a)+𧘇(v)｜
慣	忄(p)+田(w)+十(j)+八(c)｜
游	氵(e)+亠(y)+𠃌(s)+丁(d)｜
慢	忄(p)+日(a)+囗(w)+又(e)｜
趴	口(r)+一(m)+八(c)｜
數	丨(l)+中(v)+𠂉(o)+乂(k)｜
箱	⺮(h)+木(d)+月(b)+凵(u)｜
澤	氵(e)+囗(w)+丨(l)+十(j)｜
角	⺈(n)+冂(b)+土(g)｜
南	十(j)+冂(b)+䒑(t)+十(j)｜
敲	亠(y)+冂(b)+卜(y)+又(e)｜
母	𠃊𠃌(w)+亠(y)+丶(i)｜
矮	𠂉(o)+大(k)+丿(h)+木(d)+女(v)｜
華	艹(t)+一(m)+艹(t)+十(j)｜
進	辶(y)+亻(o)+土(g)｜
稍	丿(h)+木(d)+⺌(f)+月(b)｜
鬍	仨(s)+丿(h)+十(j)+口(r)+月(b)｜
術	丿(h)+亻(o)+丶(i)+木(c)+亅(n)｜
奇	大(k)+一(m)+亅(n)+口(r)｜
薄	艹(t)+氵(e)+丶(i)+丶(i)｜
蘭	艹(t)+日(a)+亅(n)+(w)｜
符	⺮(h)+亻(o)+丁(d)+丶(i)｜
暈	日(a)+冖(b)+十(j)+十(j)｜
踏	口(r)+一(m)+水(e)+日(a)｜
尖	𡭔(f)+大(k)｜
躺	丿(h)+丿(h)+⺌(f)+冂(b)+口(r)｜
觀	艹(t)+土(g)+月(b)+凵(u)+乚(u)｜
圍	囗(w)+𠁡(d)+口(m)+𠀆(q)｜
絲	𠃋(v)+灬(f)+𠃋(v)+厶(i)+灬(f)｜
巴	日(a)+乚(u)｜
雨	一(m)+丨(l)+冂(b)+𠄠(y)｜
吼	口(r)+乛(n)+丁(d)+乚(u)｜
挨	扌(q)+厶(i)+𠂉(o)+大(k)｜
掌	⺌(f)+冖(b)+口(r)+手(q)｜
汁	氵(e)+十(j)｜
賺	月(b)+八(c)+䒑(t)+難(x)+八(c)｜
餸	人(o)+丶(i)+辶(y)+䒑(t)+大(k)｜
透	辶(y)+丿(h)+木(d)+𠃌(s)｜
貞	卜(y)+月(b)+凵(u)+八(c)｜
罵	口(w)+丨(l)+匚(s)+𠀆(q)+灬(f)｜
皺	勹(p)+凵(u)+𠁡(d)+丿(h)+又(e)｜
湧	氵(e)+乛(n)+冂(b)+𠃌(s)｜
良	丶(i)+日(a)+𧘇(v)｜
獸	口(r)+口(r)+丶(i)+大(k)｜
叔	卜(y)+朩(f)+又(e)｜
勾	勹(p)+厶(i)｜
屍	尸(s)+一(m)+𠂊(n)+匕(p)｜
員	口(r)+月(b)+凵(u)+八(c)｜
義	䒑(t)+土(g)+丿(h)+扌(q)+戈(i)｜
順	丨(l)+丨(l)+丨(l)+八(c)｜
器	口(r)+口(r)+大(i)+口(k)+口(r)｜
茹	艹(t)+女(v)+口(r)｜
暗	日(a)+亠(y)+䒑(t)+日(a)｜
該	亠(y)+口(r)+亠(y)+𠃋(v)+人(o)｜
各	丿(h)+又(e)+口(r)｜
揪	扌(q)+丿(h)+木(d)+火(f)｜
異	田(w)+龷(t)+八(c)｜
倆	亻(o)+一(m)+丨(l)+冂(b)｜
紮	木(d)+乚(u)+𠃋(v)+厶(i)+小(f)｜
久	𠂊(n)+㇏(o)｜
品	口(r)+口(r)+口(r)｜
誠	亠(y)+口(r)+戈(i)+丿(h)+𠃌(s)｜
鎖	金(c)+⺌(f)+月(b)+八(c)｜
叉	又(e)+丶(i)｜
聯	仨(s)+十(j)+𠃋(v)+丶(i)+廾(t)｜
犯	乂(k)+丿(h)+⊐(s)+乚(u)｜
足	口(r)+卜(y)+人(o)｜
挑	扌(q)+丨(l)+一(m)+<(o)｜
黐	丿(h)+水(e)+亠(y)+凵(u)+冂(b)｜
鍾	金(c)+丿(h)+十(j)+土(g)｜
娟	女(v)+口(r)+女(b)｜
擘	尸(s)+十(j)+手(q)｜
豪	亠(y)+口(r)+冖(b)+<(o)｜
青	𠀆(q)+一(m)+月(b)｜
球	一(m)+土(g)+丶(i)+十(j)+水(e)｜
侯	亻(o)+乛(n)+一(m)+大(k)｜
系	丿(h)+𠃋(v)+厶(i)+小(f)｜
穎	匕(p)+木(d)+一(m)+月(b)+八(c)｜
失	丿(h)+𠀆(q)+人(o)｜
組	く(v)+灬(f)+月(b)+一(m)｜
群	⊐(s)+𠂇(r)+口(t)+(q)｜
執	土(g)+十(j)+𠂇(k)+⺄(n)+丶(i)｜
抵	扌(q)+丿(h)+㇙(p)+丶(m)｜
狀	𠃊(v)+一(m)+丶(i)+大(k)｜
首	䒑(t)+丿(h)+月(b)+凵(u)｜
肺	月(b)+亠(j)+丨(b)+冂｜
龜	丿(h)+難(x)+乚(u)｜
別	口(r)+𠃌(s)+丨(l)+亅(n)｜
拜	丿(h)+𠀆(q)+一(m)+𠀆(q)+十(j)｜
癲	疒(k)+十(j)+八(c)+八(c)｜
齊	亠(y)+難(x)｜
願	厂(m)+小(f)+一(m)+月(b)+八(c)｜
爲	爫(b)+丿(h)+乛(n)+灬(f)｜
寒	宀(j)+龷(t)+八(c)+𠄠(y)｜
迷	辶(y)+⺌(f)+木(d)｜
避	辶(y)+尸(s)+口(r)+十(j)｜
悶	日(a)+亅(n)+(p)｜
勸	艹(t)+土(g)+𠂇(k)+𠃌(s)｜
凳	𠂊(n)+㇏(o)+一(m)+口(r)+⺄(n)｜
痾	疒(k)+3(n)+丨(l)+口(r)｜
詠	亠(y)+口(r)+丶(i)+𠃍(n)+水(e)｜
肩	丿(h)+尸(s)+月(b)｜
弦	弓(n)+亠(y)+𠃋(v)+厶(i)｜
蠢	𠀆(q)+日(a)+中(l)+丶(i)+丶(i)｜
瞪	月(b)+凵(u)+𠂊(n)+人(o)+䒑(t)｜
狠	乂(k)+丿(h)+日(a)+𧘇(v)｜
鑊	金(c)+艹(t)+土(o)+又(e)｜
棍	木(d)+日(a)+匕(p)+匕(p)｜
症	疒(k)+一(m)+卜(y)+一(m)｜
引	弓(n)+丨(l)｜
噏	口(r)+八(o)+厶(r)+一(m)｜
般	丿(h)+亠(y)+丿(h)+⺄(n)+又(e)｜
錶	金(c)+𠀆(q)+一(m)+𧘇(v)｜
敏	𠂉(o)+亠(y)+𠂉(o)+乂(k)｜
魚	⺈(n)+田(w)+灬(f)｜
乎	丿(h)+⺌(f)+丁(d)｜
漫	氵(e)+日(a)+囗(w)+又(e)｜
蕩	艹(t)+氵(e)+日(a)+丿(h)｜
檔	木(d)+⺌(f)+冖(b)+田(w)｜
噠	口(r)+辶(y)+土(g)+𠀆(q)｜
罰	囗(w)+丨(l)+亠(y)+口(r)+亅(n)｜
葉	艹(t)+𠃊(p)+廿(t)+木(d)｜
眉	日(a)+丿(h)+月(b)+凵(u)｜
曱	囗(w)+一(m)+丨(l)+(l)｜
筆	⺮(h)+肀(l)+𠀆(q)｜
攻	一(m)+一(o)+𠂉(k)+乂｜
迫	辶(y)+丿(h)+日(a)｜
纏	𠃋(v)+灬(f)+广(i)+田(w)+土(g)｜
激	氵(e)+丿(h)+𠃌(s)+乂(k)｜
屙	尸(s)+3(n)+丨(l)+口(r)｜
磨	广(i)+木(c)+木(m)+口(r)｜
甴	丨(l)+囗(w)+丨(l)+一(m)｜
妥	爫(b)+女(v)｜
額	宀(j)+口(r)+一(m)+月(b)+八(c)｜
痕	疒(k)+日(a)+𧘇(v)｜
恨	忄(p)+日(a)+𧘇(v)｜
佔	亻(o)+卜(y)+(r)｜
累	田(w)+𠃋(v)+厶(i)+小(f)｜
